"site","year","date","tree","caterpillars","recorder"
"NEW",2019,158,"1",0,"KK"
"NEW",2019,158,"2",0,"KK"
"NEW",2019,158,"3B",0,"KK"
"NEW",2019,158,"4B",1,"KK"
"NEW",2019,158,"7",0,"JC"
"NEW",2019,158,"5B",1,"JC"
"NEW",2019,158,"8",0,"JC"
"NEW",2019,158,"17",0,"JC"
"CAL",2019,159,"9",0,"KK"
"CAL",2019,159,"11",0,"TE"
"CAL",2019,159,"13",0,"KK"
"CAL",2019,159,"15",0,"TE"
"CAL",2019,159,"17",0,"KK"
"CAL",2019,159,"14",0,"JC"
"CAL",2019,159,"12",0,"JC"
"CAL",2019,159,"10",0,"JC"
"KCK",2019,159,"9",0,"TE"
"KCK",2019,159,"10",0,"TE"
"KCK",2019,159,"11",0,"TE"
"KCK",2019,159,"12",0,"TE"
"KCK",2019,159,"13",0,"TE"
"KCK",2019,159,"14",0,"TE"
"KCK",2019,159,"16",0,"TE"
"KCK",2019,159,"17",0,"TE"
"KCZ",2019,159,"16",0,"KK"
"KCZ",2019,159,"15",0,"KK"
"KCZ",2019,159,"14",0,"KK"
"KCZ",2019,159,"13",1,"KK"
"KCZ",2019,159,"12",2,"KK"
"KCZ",2019,159,"11",0,"KK"
"KCZ",2019,159,"10",0,"KK"
"KCZ",2019,159,"9",1,"KK"
"PIT",2019,159,"1",2,"TE"
"PIT",2019,159,"18",0,"KK"
"PIT",2019,159,"5",2,"KK"
"PIT",2019,159,"7",1,"TE"
"PIT",2019,159,"9",1,"JC"
"PIT",2019,159,"11",4,"JC"
"PIT",2019,159,"13",3,"JC"
"PIT",2019,159,"15",0,"JC"
"DUN",2019,159,"14",0,"JC"
"DUN",2019,159,"9",1,"JC"
"DUN",2019,159,"10",0,"JC"
"DUN",2019,159,"15",0,"JC"
"DUN",2019,159,"16",0,"JC"
"DUN",2019,159,"11",0,"TE"
"DUN",2019,159,"13",0,"TE"
"DUN",2019,159,"12",0,"TE"
"STY",2019,159,"10",0,"TE"
"STY",2019,159,"11",0,"TE"
"STY",2019,159,"19",0,"TE"
"STY",2019,159,"13",0,"TE"
"STY",2019,159,"14",0,"KK"
"STY",2019,159,"15",0,"KK"
"STY",2019,159,"16",0,"KK"
"STY",2019,159,"17",1,"KK"
"SER",2019,159,"16",0,"TE"
"SER",2019,159,"17",0,"TE"
"SER",2019,159,"10",0,"TE"
"SER",2019,159,"11",0,"KK"
"SER",2019,159,"12",0,"KK"
"SER",2019,159,"13",0,"KK"
"SER",2019,159,"14",0,"KK"
"SER",2019,159,"15",0,"KK"
"GLF",2019,159,"10",2,"JC"
"GLF",2019,159,"12",0,"JC"
"GLF",2019,159,"13",0,"JC"
"GLF",2019,159,"14",0,"KK"
"GLF",2019,159,"18",0,"KK"
"GLF",2019,159,"19",0,"KK"
"GLF",2019,159,"16",0,"KK"
"GLF",2019,159,"17",0,"KK"
"DOW",2019,159,"1",0,"KK"
"DOW",2019,159,"3",0,"KK"
"DOW",2019,159,"5",0,"KK"
"DOW",2019,159,"7",0,"KK"
"DOW",2019,159,"19",0,"JC"
"DOW",2019,159,"11",0,"JC"
"DOW",2019,159,"13",0,"JC"
"DOW",2019,159,"17",0,"JC"
"BAD",2019,159,"8",0,"TE"
"BAD",2019,159,"9",0,"KK"
"BAD",2019,159,"10",0,"KK"
"BAD",2019,159,"11",0,"KK"
"BAD",2019,159,"14",0,"KK"
"BAD",2019,159,"12",0,"KK"
"BAD",2019,159,"13",0,"KK"
"EDI",2019,159,"9",0,"TE"
"EDI",2019,159,"10",0,"KK"
"EDI",2019,159,"11",0,"TE"
"EDI",2019,159,"12",0,"KK"
"EDI",2019,159,"13",0,"KK"
"EDI",2019,159,"14",0,"JC"
"EDI",2019,159,"15",0,"JC"
"EDI",2019,159,"16",0,"JC"
"DLW",2019,159,"10",0,"JMS"
"DLW",2019,159,"9",0,"JMS"
"DLW",2019,159,"11",0,"JMS"
"DLW",2019,159,"12",0,"JMS"
"DLW",2019,159,"13",0,"JMS"
"DLW",2019,159,"14",0,"MS"
"DLW",2019,159,"15",0,"MS"
"DLW",2019,159,"16",0,"MS"
"CRU",2019,159,"15",0,"MS"
"CRU",2019,159,"14",0,"MS"
"CRU",2019,159,"13",0,"MS"
"CRU",2019,159,"9",0,"MS"
"CRU",2019,159,"10",0,"MS"
"CRU",2019,159,"11",0,"MS"
"CRU",2019,159,"16",0,"MS"
"CRU",2019,159,"12",0,"MS"
"HWP",2019,159,"14",0,"JMS"
"HWP",2019,159,"2",0,"JMS"
"HWP",2019,159,"3",1,"JMS"
"HWP",2019,159,"15",0,"JMS"
"HWP",2019,159,"8",3,"MS"
"HWP",2019,159,"9",2,"MS"
"HWP",2019,159,"11",1,"MS"
"HWP",2019,159,"12",0,"MS"
"AVI",2019,159,"13",0,"MS"
"AVI",2019,159,"14",1,"MS"
"AVI",2019,159,"15",1,"MS"
"AVI",2019,159,"9",0,"MS"
"AVI",2019,159,"10",0,"MS"
"AVI",2019,159,"11",1,"MS"
"AVI",2019,159,"16",0,"MS"
"AVI",2019,159,"12",2,"MS"
"SLS",2019,159,"16",4,"MS"
"SLS",2019,159,"15",1,"MS"
"SLS",2019,159,"10",3,"MS"
"SLS",2019,159,"9",0,"MS"
"SLS",2019,159,"11",0,"MS"
"SLS",2019,159,"12",8,"MS"
"SLS",2019,159,"13",3,"MS"
"SLS",2019,159,"14",2,"MS"
"TOM",2019,159,"9",1,"JMS"
"TOM",2019,159,"10",0,"JMS"
"TOM",2019,159,"11",0,"JMS"
"TOM",2019,159,"12",0,"JMS"
"TOM",2019,159,"13",0,"MS"
"TOM",2019,159,"14",0,"MS"
"TOM",2019,159,"15",0,"MS"
"TOM",2019,159,"16",0,"MS"
"DAV",2019,159,"17",0,"MS"
"DAV",2019,159,"16",0,"MS"
"DAV",2019,159,"15",0,"MS"
"DAV",2019,159,"11",0,"MS"
"DAV",2019,159,"12",0,"MS"
"DAV",2019,159,"10",0,"MS"
"DAV",2019,159,"13",0,"MS"
"DAV",2019,159,"14",0,"MS"
"ART",2019,159,"9",0,"MS"
"ART",2019,159,"16",0,"MS"
"ART",2019,159,"12",0,"MS"
"ART",2019,159,"11",0,"MS"
"ART",2019,159,"17",0,"JMS"
"ART",2019,159,"15",0,"JMS"
"ART",2019,159,"14",0,"JMS"
"ART",2019,159,"19",0,"JMS"
"FOU",2019,159,"21",0,"MS"
"FOU",2019,159,"18",0,"MS"
"FOU",2019,159,"14",0,"MS"
"FOU",2019,159,"20",0,"JMS"
"FOU",2019,159,"12",0,"JMS"
"FOU",2019,159,"11",0,"JMS"
"FOU",2019,159,"13",0,"JMS"
"FOU",2019,159,"19",0,"JMS"
"ALN",2019,159,"16",0,"MS"
"ALN",2019,159,"11",0,"MS"
"ALN",2019,159,"10",0,"MS"
"ALN",2019,159,"15",0,"MS"
"ALN",2019,159,"17",0,"JMS"
"ALN",2019,159,"13",0,"JMS"
"ALN",2019,159,"12",0,"JMS"
"ALN",2019,159,"19",0,"JMS"
"TAI",2019,159,"9",0,"JMS"
"TAI",2019,159,"10",0,"JMS"
"TAI",2019,159,"16",0,"JMS"
"TAI",2019,159,"14",0,"MS"
"TAI",2019,159,"19",0,"MS"
"TAI",2019,159,"17",0,"MS"
"TAI",2019,159,"8",0,"MS"
"TAI",2019,159,"11",0,"MS"
"TAI",2019,159,"15",0,"MS"
"DOR",2019,160,"11",0,"JMS"
"DOR",2019,160,"12",0,"JMS"
"DOR",2019,160,"15",0,"MS"
"DOR",2019,160,"14",0,"MS"
"DOR",2019,160,"17",0,"MS"
"DOR",2019,160,"10",0,"MS"
"OSP",2019,160,"10",0,"MS"
"OSP",2019,160,"1",0,"MS"
"OSP",2019,160,"12",0,"MS"
"OSP",2019,160,"13",0,"MS"
"OSP",2019,160,"14",0,"MS"
"OSP",2019,160,"15",0,"JMS"
"OSP",2019,160,"16",0,"JMS"
"SPD",2019,160,"10",3,"JMS"
"SPD",2019,160,"9",0,"JMS"
"SPD",2019,160,"11",1,"JMS"
"SPD",2019,160,"12",0,"JMS"
"SPD",2019,160,"13",2,"JMS"
"SPD",2019,160,"14",1,"MS"
"SPD",2019,160,"15",2,"MS"
"SPD",2019,160,"16",2,"MS"
"DEL",2019,160,"10",0,"JMS"
"DEL",2019,160,"11",0,"JMS"
"DEL",2019,160,"12",0,"JMS"
"DEL",2019,160,"13",0,"MS"
"DEL",2019,160,"14",0,"MS"
"DEL",2019,160,"15",0,"MS"
"DEL",2019,160,"16",1,"MS"
"DEL",2019,160,"17",0,"MS"
"MUN",2019,160,"16",0,"MS"
"MUN",2019,160,"9a",0,"MS"
"MUN",2019,160,"10",0,"MS"
"MUN",2019,160,"11",0,"JMS"
"MUN",2019,160,"18",0,"JMS"
"MUN",2019,160,"14",0,"JMS"
"MUN",2019,160,"15",0,"JMS"
"MUN",2019,160,"13",0,"JMS"
"CAR",2019,160,"9",0,"MS"
"CAR",2019,160,"10",0,"MS"
"CAR",2019,160,"14",0,"MS"
"CAR",2019,160,"11",0,"JMS"
"CAR",2019,160,"12",0,"JMS"
"CAR",2019,160,"13",0,"JMS"
"AVN",2019,160,"15",4,"JMS"
"AVN",2019,160,"12",0,"JMS"
"AVN",2019,160,"11",4,"JMS"
"AVN",2019,160,"10",2,"JMS"
"AVN",2019,160,"13",3,"MS"
"AVN",2019,160,"16",0,"MS"
"AVN",2019,160,"17",5,"MS"
"AVN",2019,160,"14",0,"MS"
"AVN",2019,160,"18",0,"MS"
"RTH",2019,160,"9",0,"JMS"
"RTH",2019,160,"17",3,"JMS"
"RTH",2019,160,"11",0,"MS"
"RTH",2019,160,"12",0,"MS"
"RTH",2019,160,"13",0,"MS"
"RTH",2019,160,"14",0,"MS"
"RTH",2019,160,"16",0,"MS"
"RTH",2019,160,"15",2,"MS"
"FSH",2019,160,"16",0,"JMS"
"FSH",2019,160,"15",0,"JMS"
"FSH",2019,160,"14",0,"JMS"
"FSH",2019,160,"11",0,"MS"
"FSH",2019,160,"12",0,"MS"
"FSH",2019,160,"18",0,"MS"
"FSH",2019,160,"17",0,"MS"
"FSH",2019,160,"10",0,"MS"
"INS",2019,160,"16",0,"JMS"
"INS",2019,160,"15",0,"JMS"
"INS",2019,160,"14",0,"JMS"
"INS",2019,160,"13",0,"MS"
"INS",2019,160,"12",0,"MS"
"INS",2019,160,"11",0,"MS"
"INS",2019,160,"17",0,"MS"
"INS",2019,160,"10",1,"MS"
"INS",2019,160,"9",0,"MS"
"NEW",2019,160,"9",0,"MS"
"NEW",2019,160,"10",0,"MS"
"NEW",2019,160,"15",0,"MS"
"NEW",2019,160,"11",0,"MS"
"NEW",2019,160,"12",0,"JMS"
"NEW",2019,160,"13",0,"JMS"
"NEW",2019,160,"14",0,"JMS"
"NEW",2019,160,"16",0,"JMS"
"RSY",2019,160,"10",0,"ABP"
"RSY",2019,160,"11",0,"ABP"
"RSY",2019,160,"12",0,"ABP"
"RSY",2019,160,"13",0,"ABP"
"RSY",2019,160,"14",0,"EEH"
"RSY",2019,160,"16",0,"EEH"
"RSY",2019,160,"15",0,"EEH"
"FOF",2019,160,"10",0,"EEH"
"FOF",2019,160,"11",0,"EEH"
"FOF",2019,160,"12",0,"EEH"
"FOF",2019,160,"16",1,"EEH"
"FOF",2019,160,"13",0,"EEH"
"FOF",2019,160,"14",0,"EEH"
"FOF",2019,160,"15",0,"EEH"
"LVN",2019,160,"9",0,"EEH"
"LVN",2019,160,"10",0,"EEH"
"LVN",2019,160,"11",0,"EEH"
"LVN",2019,160,"20",0,"EEH"
"LVN",2019,160,"13",0,"EEH"
"LVN",2019,160,"14",0,"EEH"
"LVN",2019,160,"15",0,"EEH"
"LVN",2019,160,"16",0,"EEH"
"MCH",2019,160,"11",0,"EEH"
"MCH",2019,160,"12",0,"EEH"
"MCH",2019,160,"13",0,"EEH"
"MCH",2019,160,"6",0,"EEH"
"MCH",2019,160,"15",0,"EEH"
"PTH",2019,160,"13",0,"EEH"
"PTH",2019,160,"14",1,"EEH"
"PTH",2019,160,"15",0,"EEH"
"PTH",2019,160,"9",1,"EEH"
"PTH",2019,160,"10",0,"EEH"
"PTH",2019,160,"16",0,"EEH"
"PTH",2019,160,"12",0,"EEH"
"BIR",2019,160,"9",1,"EEH"
"BIR",2019,160,"10",0,"EEH"
"BIR",2019,160,"11",0,"ABP"
"BIR",2019,160,"12",0,"ABP"
"BIR",2019,160,"13",4,"ABP"
"BIR",2019,160,"14",0,"ABP"
"BLG",2019,160,"16",0,"EEH"
"BLG",2019,160,"15",0,"EEH"
"BLG",2019,160,"14",2,"EEH"
"BLG",2019,160,"13",0,"EEH"
"BLG",2019,160,"10",1,"EEH"
"BLG",2019,160,"11",1,"EEH"
"BLG",2019,160,"18",0,"EEH"
"BLA",2019,160,"9",0,"ABP"
"BLA",2019,160,"11",0,"ABP"
"BLA",2019,160,"16",0,"ABP"
"BLA",2019,160,"12",0,"ABP"
"BLA",2019,160,"15",1,"ABP"
"BLA",2019,160,"13",0,"ABP"
"DNM",2019,160,"15",0,"EEH"
"DNM",2019,160,"9",0,"ABP"
"DNM",2019,160,"10",0,"ABP"
"DNM",2019,160,"11",0,"ABP"
"DNM",2019,160,"12",0,"ABP"
"DNM",2019,160,"13",0,"ABP"
"DNM",2019,160,"14",0,"ABP"
"DNC",2019,160,"11",0,"ABP"
"DNC",2019,160,"10",0,"ABP"
"DNC",2019,160,"9",0,"ABP"
"DNC",2019,160,"14",0,"ABP"
"DNC",2019,160,"15",0,"ABP"
"DNC",2019,160,"16",0,"ABP"
"DNC",2019,160,"19",0,"ABP"
"DNC",2019,160,"18",0,"ABP"
"DNS",2019,160,"9",0,"ABP"
"DNS",2019,160,"14",0,"ABP"
"DNS",2019,160,"15",0,"ABP"
"DNS",2019,160,"12",0,"ABP"
"DNS",2019,160,"10",1,"ABP"
"DNS",2019,160,"11",0,"ABP"
"CAL",2019,151,"9",0,"JMS"
"CAL",2019,151,"11",0,"JMS"
"CAL",2019,151,"13",0,"JMS"
"CAL",2019,151,"15",0,"JMS"
"CAL",2019,151,"17",0,"JMS"
"CAL",2019,151,"14",0,"JMS"
"CAL",2019,151,"12",1,"JMS"
"CAL",2019,151,"10",0,"JMS"
"KCK",2019,151,"9",0,"ABP"
"KCK",2019,151,"10",0,"ABP"
"KCK",2019,151,"11",0,"ABP"
"KCK",2019,151,"12",0,"ABP"
"KCK",2019,151,"13",0,"ABP"
"KCK",2019,151,"14",0,"ABP"
"KCK",2019,151,"16",0,"ABP"
"KCK",2019,151,"17",0,"ABP"
"KCZ",2019,151,"16",0,"ABP"
"KCZ",2019,151,"15",0,"ABP"
"KCZ",2019,151,"14",0,"ABP"
"KCZ",2019,151,"13",0,"ABP"
"KCZ",2019,151,"12",2,"ABP"
"KCZ",2019,151,"11",0,"ABP"
"KCZ",2019,151,"10",2,"ABP"
"KCZ",2019,151,"9",0,"ABP"
"PIT",2019,151,"1",15,"ABP"
"PIT",2019,151,"18",21,"ABP"
"PIT",2019,151,"5",28,"ABP"
"PIT",2019,151,"7",11,"ABP"
"PIT",2019,151,"9",25,"ABP"
"PIT",2019,151,"11",19,"ABP"
"PIT",2019,151,"13",5,"ABP"
"DUN",2019,151,"14",0,""
"DUN",2019,151,"9",0,"JMS"
"DUN",2019,151,"10",0,"JMS"
"DUN",2019,151,"15",0,"JMS"
"DUN",2019,151,"16",0,"JMS"
"DUN",2019,151,"11",0,"JMS"
"DUN",2019,151,"13",0,"JMS"
"DUN",2019,151,"12",0,"JMS"
"STY",2019,151,"10",1,"ABP"
"STY",2019,151,"11",0,"ABP"
"STY",2019,151,"19",2,"ABP"
"STY",2019,151,"13",0,"ABP"
"STY",2019,151,"14",0,"ABP"
"STY",2019,151,"15",0,"ABP"
"STY",2019,151,"16",1,"ABP"
"STY",2019,151,"17",0,"ABP"
"SER",2019,151,"16",3,"JMS"
"SER",2019,151,"17",0,"JMS"
"SER",2019,151,"10",0,"JMS"
"SER",2019,151,"11",0,"ABP"
"SER",2019,151,"12",0,"ABP"
"SER",2019,151,"13",0,"ABP"
"SER",2019,151,"14",0,"ABP"
"SER",2019,151,"15",0,"ABP"
"GLF",2019,151,"10",0,"ABP"
"GLF",2019,151,"12",0,"ABP"
"GLF",2019,151,"13",0,"JMS"
"GLF",2019,151,"14",0,"JMS"
"GLF",2019,151,"18",0,"JMS"
"GLF",2019,151,"19",0,"JMS"
"GLF",2019,151,"16",0,"JMS"
"GLF",2019,151,"17",0,"JMS"
"DOW",2019,151,"1",0,"ABP"
"DOW",2019,151,"3",0,"ABP"
"DOW",2019,151,"5",0,"JMS"
"DOW",2019,151,"7",1,"JMS"
"DOW",2019,151,"19",0,"ABP"
"DOW",2019,151,"11",0,"ABP"
"DOW",2019,151,"13",0,"ABP"
"DOW",2019,151,"17",0,"ABP"
"BAD",2019,151,"8",0,"JMS"
"BAD",2019,151,"9",0,"JMS"
"BAD",2019,151,"10",0,"JMS"
"BAD",2019,151,"11",0,"ABP"
"BAD",2019,151,"14",0,"ABP"
"BAD",2019,151,"12",0,"ABP"
"BAD",2019,151,"13",0,"ABP"
"EDI",2019,151,"9",1,"JMS"
"EDI",2019,151,"10",0,"JMS"
"EDI",2019,151,"11",1,"JMS"
"EDI",2019,151,"12",3,"JMS"
"EDI",2019,151,"13",0,"JMS"
"EDI",2019,151,"14",0,"JMS"
"EDI",2019,151,"15",1,"JMS"
"EDI",2019,151,"16",2,"JMS"
"RSY",2019,156,"10",0,"ABP"
"RSY",2019,156,"11",0,"ABP"
"RSY",2019,156,"12",0,"ABP"
"RSY",2019,156,"13",0,"ABP"
"RSY",2019,156,"14",0,"ABP"
"RSY",2019,156,"16",0,"ABP"
"RSY",2019,156,"15",0,"ABP"
"FOF",2019,156,"10",0,"ABP"
"FOF",2019,156,"11",0,"ABP"
"FOF",2019,156,"12",0,"ABP"
"FOF",2019,156,"16",0,"ABP"
"FOF",2019,156,"13",2,"ABP"
"FOF",2019,156,"14",0,"ABP"
"FOF",2019,156,"15",0,"ABP"
"LVN",2019,156,"9",0,"ABP"
"LVN",2019,156,"10",0,"ABP"
"LVN",2019,156,"11",0,"ABP"
"LVN",2019,156,"20",0,"ABP"
"LVN",2019,156,"13",0,"ABP"
"LVN",2019,156,"14",0,"ABP"
"LVN",2019,156,"15",0,"ABP"
"LVN",2019,156,"16",0,"ABP"
"DLW",2019,161,"1",1,"JMS"
"DLW",2019,161,"2",0,"JMS"
"DLW",2019,161,"7",0,"JMS"
"DLW",2019,161,"3B",0,"JMS"
"DLW",2019,161,"4",0,"JMS"
"DLW",2019,161,"5",0,"MS"
"DLW",2019,161,"8",0,"JMS"
"DLW",2019,161,"6B",0,"MS"
"CRU",2019,161,"8",0,"MS"
"CRU",2019,161,"7",0,"MS"
"CRU",2019,161,"1B",0,"MS"
"CRU",2019,161,"2",0,"MS"
"CRU",2019,161,"3",0,"MS"
"CRU",2019,161,"4B",0,"MS"
"CRU",2019,161,"5",0,"MS"
"CRU",2019,161,"6",0,"MS"
"HWP",2019,161,"18",1,"MS"
"HWP",2019,161,"4",0,"MS"
"HWP",2019,161,"7",2,"JMS"
"HWP",2019,161,"10",2,"JMS"
"HWP",2019,161,"16",1,"JMS"
"HWP",2019,161,"17",0,"JMS"
"AVI",2019,161,"17",1,"MS"
"AVI",2019,161,"2",7,"MS"
"AVI",2019,161,"7",1,"MS"
"AVI",2019,161,"3",0,"MS"
"AVI",2019,161,"18",2,"MS"
"AVI",2019,161,"4",3,"MS"
"AVI",2019,161,"19",2,"JMS"
"AVI",2019,161,"20",4,"JMS"
"SLS",2019,161,"1",15,"JMS"
"SLS",2019,161,"2",17,"JMS"
"SLS",2019,161,"18",5,"MS"
"SLS",2019,161,"8",0,"MS"
"SLS",2019,161,"4",1,"MS"
"SLS",2019,161,"17",15,"MS"
"SLS",2019,161,"7",1,"MS"
"SLS",2019,161,"6",3,"MS"
"TOM",2019,161,"1",0,"JMS"
"TOM",2019,161,"2",0,"JMS"
"TOM",2019,161,"3",0,"JMS"
"TOM",2019,161,"7",0,"JMS"
"TOM",2019,161,"4",0,"JMS"
"TOM",2019,161,"5",0,"MS"
"TOM",2019,161,"8",0,"MS"
"TOM",2019,161,"6",0,"MS"
"DAV",2019,161,"1",0,"MS"
"DAV",2019,161,"19",0,"JMS"
"DAV",2019,161,"2",0,"JMS"
"DAV",2019,161,"18",0,"JMS"
"DAV",2019,161,"4",0,"MS"
"DAV",2019,161,"8",0,"MS"
"DAV",2019,161,"5",0,"MS"
"DAV",2019,161,"20",0,"MS"
"DAV",2019,161,"6",0,"MS"
"ART",2019,161,"1",0,"JMS"
"ART",2019,161,"2",1,"JMS"
"ART",2019,161,"7",0,"JMS"
"ART",2019,161,"3",0,"JMS"
"ART",2019,161,"4",1,"JMS"
"ART",2019,161,"18",0,"MS"
"ART",2019,161,"5",0,"MS"
"ART",2019,161,"8",0,"MS"
"FOU",2019,161,"7",0,"JMS"
"FOU",2019,161,"9",0,"JMS"
"FOU",2019,161,"8",0,"JMS"
"FOU",2019,161,"6B",3,"JMS"
"FOU",2019,161,"4",0,"JMS"
"FOU",2019,161,"3",0,"MS"
"FOU",2019,161,"9B",0,"MS"
"ALN",2019,161,"9",0,"JMS"
"ALN",2019,161,"1",0,"JMS"
"ALN",2019,161,"2",0,"JMS"
"ALN",2019,161,"18",0,"JMS"
"ALN",2019,161,"6",0,"JMS"
"ALN",2019,161,"7",0,"MS"
"ALN",2019,161,"8",0,"MS"
"TAI",2019,161,"1B",0,"MS"
"TAI",2019,161,"2B",0,"MS"
"TAI",2019,161,"7B",0,"MS"
"TAI",2019,161,"21",0,"MS"
"TAI",2019,161,"18",0,"JMS"
"TAI",2019,161,"20",0,"JMS"
"TAI",2019,161,"5B",0,"JMS"
"DOR",2019,162,"1",0,"JMS"
"DOR",2019,162,"9",0,"JMS"
"DOR",2019,162,"2",0,"JMS"
"DOR",2019,162,"3",0,"JMS"
"DOR",2019,162,"4",0,"MS"
"DOR",2019,162,"8",0,"MS"
"DOR",2019,162,"7",0,"MS"
"DOR",2019,162,"18",0,"MS"
"DOR",2019,162,"6",0,"MS"
"OSP",2019,162,"11",0,"MS"
"OSP",2019,162,"2",0,"MS"
"OSP",2019,162,"3",0,"MS"
"OSP",2019,162,"4",0,"MS"
"OSP",2019,162,"5",0,"JMS"
"OSP",2019,162,"6",0,"JMS"
"OSP",2019,162,"7",0,"JMS"
"OSP",2019,162,"8",0,"JMS"
"SPD",2019,162,"1",0,"JMS"
"SPD",2019,162,"2",1,"JMS"
"SPD",2019,162,"17",0,"JMS"
"SPD",2019,162,"4",2,"JMS"
"SPD",2019,162,"5",1,"MS"
"SPD",2019,162,"6",3,"MS"
"SPD",2019,162,"7",1,"MS"
"DEL",2019,162,"1",0,"MS"
"DEL",2019,162,"18",0,"JMS"
"DEL",2019,162,"9",0,"JMS"
"DEL",2019,162,"8",0,"JMS"
"DEL",2019,162,"5",0,"MS"
"DEL",2019,162,"6B",0,"MS"
"MUN",2019,162,"2",0,"JMS"
"MUN",2019,162,"3B",0,"JMS"
"MUN",2019,162,"4B",0,"JMS"
"MUN",2019,162,"5",0,"MS"
"MUN",2019,162,"6",0,"MS"
"MUN",2019,162,"7",0,"MS"
"MUN",2019,162,"17",0,"MS"
"CAR",2019,162,"1",0,"JMS"
"CAR",2019,162,"2",0,"JMS"
"CAR",2019,162,"7",0,"JMS"
"CAR",2019,162,"4",0,"MS"
"CAR",2019,162,"8",0,"MS"
"AVN",2019,162,"3",2,"MS"
"AVN",2019,162,"7",3,"MS"
"AVN",2019,162,"2",9,"MS"
"AVN",2019,162,"1",1,"MS"
"AVN",2019,162,"4",2,"MS"
"AVN",2019,162,"6",1,"MS"
"AVN",2019,162,"19",0,"MS"
"RTH",2019,162,"1",0,"JMS"
"RTH",2019,162,"7",1,"JMS"
"RTH",2019,162,"3",1,"JMS"
"RTH",2019,162,"4",0,"MS"
"RTH",2019,162,"5",0,"MS"
"RTH",2019,162,"6",3,"MS"
"FSH",2019,162,"19",0,"JMS"
"FSH",2019,162,"2B",0,"JMS"
"FSH",2019,162,"8",0,"JMS"
"FSH",2019,162,"7",0,"JMS"
"FSH",2019,162,"3",0,"JMS"
"FSH",2019,162,"4B",0,"JMS"
"FSH",2019,162,"5B",0,"MS"
"FSH",2019,162,"6",0,"MS"
"INS",2019,162,"1",0,"MS"
"INS",2019,162,"7",1,"MS"
"INS",2019,162,"8",0,"MS"
"INS",2019,162,"2",0,"MS"
"INS",2019,162,"3",0,"MS"
"INS",2019,162,"4B",0,"JMS"
"INS",2019,162,"5",0,"JMS"
"INS",2019,162,"6",1,"JMS"
"NEW",2019,162,"1",1,"MS"
"NEW",2019,162,"2",0,"MS"
"NEW",2019,162,"3B",1,"MS"
"NEW",2019,162,"4B",0,"JMS"
"NEW",2019,162,"7",0,"JMS"
"NEW",2019,162,"5B",0,"JMS"
"NEW",2019,162,"8",1,"JMS"
"NEW",2019,162,"17",0,"JMS"
"CAL",2019,161,"8",0,"ABP"
"CAL",2019,161,"1",0,"ABP"
"CAL",2019,161,"7",0,"ABP"
"CAL",2019,161,"5B",0,"ABP"
"CAL",2019,161,"6",0,"ABP"
"CAL",2019,161,"4B",0,"ABP"
"CAL",2019,161,"2B",0,"ABP"
"KCK",2019,161,"1",0,"ABP"
"KCK",2019,161,"18",0,"ABP"
"KCK",2019,161,"19",0,"ABP"
"KCK",2019,161,"4",0,"ABP"
"KCK",2019,161,"20",0,"ABP"
"KCK",2019,161,"6",0,"ABP"
"KCZ",2019,161,"1",1,"ABP"
"KCZ",2019,161,"3",4,"ABP"
"KCZ",2019,161,"4",2,"ABP"
"KCZ",2019,161,"5",1,"ABP"
"KCZ",2019,161,"6",2,"ABP"
"KCZ",2019,161,"8",0,"ABP"
"PIT",2019,161,"17",2,"ABP"
"PIT",2019,161,"6",0,"ABP"
"PIT",2019,161,"8",1,"ABP"
"PIT",2019,161,"10",0,"ABP"
"PIT",2019,161,"12",2,"ABP"
"PIT",2019,161,"14",0,"ABP"
"PIT",2019,161,"16",1,"ABP"
"DUN",2019,161,"8",0,"ABP"
"DUN",2019,161,"1B",0,"ABP"
"DUN",2019,161,"3",0,"ABP"
"DUN",2019,161,"6B",0,"ABP"
"DUN",2019,161,"5",0,"ABP"
"DUN",2019,161,"4",1,"ABP"
"STY",2019,161,"1",0,"EEH"
"STY",2019,161,"8",0,"EEH"
"STY",2019,161,"7B",0,"ABP"
"STY",2019,161,"9",0,"ABP"
"STY",2019,161,"2B",0,"ABP"
"STY",2019,161,"18",0,"ABP"
"STY",2019,161,"5",0,"ABP"
"STY",2019,161,"6",0,"EEH"
"SER",2019,161,"9",0,"ABP"
"SER",2019,161,"4",0,"ABP"
"SER",2019,161,"5",0,"ABP"
"SER",2019,161,"8",0,"ABP"
"SER",2019,161,"7",0,"ABP"
"SER",2019,161,"6",0,"ABP"
"GLF",2019,161,"9",0,"ABP"
"GLF",2019,161,"3B",1,"ABP"
"GLF",2019,161,"2",0,"ABP"
"GLF",2019,161,"5",0,"ABP"
"GLF",2019,161,"6",0,"ABP"
"GLF",2019,161,"7",0,"ABP"
"DOW",2019,161,"2",0,"EEH"
"DOW",2019,161,"4",1,"ABP"
"DOW",2019,161,"6",0,"EEH"
"DOW",2019,161,"8",0,"EEH"
"DOW",2019,161,"10",0,"ABP"
"DOW",2019,161,"18",0,"ABP"
"DOW",2019,161,"14",0,"ABP"
"DOW",2019,161,"16",0,"EEH"
"BAD",2019,161,"15",0,"ABP"
"BAD",2019,161,"1",0,"ABP"
"BAD",2019,161,"2",0,"ABP"
"BAD",2019,161,"4",0,"ABP"
"BAD",2019,161,"16",0,"ABP"
"BAD",2019,161,"5",0,"ABP"
